,Start,End,Comment,AR_IC,LR_IC,DT_IC,RF_IC,XB_IC,AR_HR,LR_HR,DT_HR,RF_HR,XB_HR,AR_RMSFE,LR_RMSFE,DT_RMSFE,RF_RMSFE,XB_RMSFE
323,28/02/1993,31/01/1998,Rolling 301,0.14,0.16,0.18,0.25,0.16,0.62,0.57,0.55,0.55,0.7,0.030368111,0.032514095,0.031889768,0.02998918,0.029977589
1356,NA,NA,Relative to AR:,0,0.02,0.04,0.11,0.02,0,-0.05,-0.07,-0.07,0.08,1,1.070666,1.050107,0.987522,0.98714
324,31/03/1993,28/02/1998,Rolling 302,0.17,0.23,0.23,0.3,0.18,0.62,0.58,0.57,0.57,0.7,0.031144487,0.032629695,0.031929167,0.030461343,0.030557202
1357,NA,NA,Relative to AR:,0,0.06,0.06,0.13,0.01,0,-0.04,-0.05,-0.05,0.08,1,1.047688,1.025195,0.978065,0.981143
325,30/04/1993,31/03/1998,Rolling 303,0.14,0.24,0.24,0.28,0.18,0.6,0.6,0.57,0.55,0.7,0.031703415,0.032895735,0.032075933,0.031119735,0.030793542
1358,NA,NA,Relative to AR:,0,0.1,0.1,0.14,0.04,0,0,-0.03,-0.05,0.1,1,1.037609,1.01175,0.981589,0.9713
326,31/05/1993,30/04/1998,Rolling 304,0.14,0.24,0.24,0.24,0.19,0.62,0.62,0.58,0.55,0.72,0.031461008,0.032661469,0.031771397,0.031067077,0.030292542
1359,NA,NA,Relative to AR:,0,0.1,0.1,0.1,0.05,0,0,-0.04,-0.07,0.1,1,1.038157,1.009866,0.987479,0.96286
327,30/06/1993,31/05/1998,Rolling 305,0.11,0.2,0.19,0.16,0.13,0.6,0.6,0.57,0.53,0.7,0.03175934,0.033267436,0.0329013,0.031869584,0.031060182
1360,NA,NA,Relative to AR:,0,0.09,0.08,0.05,0.02,0,0,-0.03,-0.07,0.1,1,1.047485,1.035957,1.003471,0.977986
328,31/07/1993,30/06/1998,Rolling 306,0.12,0.2,0.18,0.17,0.14,0.6,0.62,0.57,0.55,0.72,0.031832601,0.033450344,0.033500964,0.032042675,0.031010959
1362,NA,NA,Relative to AR:,0,0.08,0.06,0.05,0.02,0,0.02,-0.03,-0.05,0.12,1,1.05082,1.052411,1.006599,0.974189
329,31/08/1993,31/07/1998,Rolling 307,0.12,0.2,0.17,0.15,0.11,0.6,0.62,0.57,0.53,0.72,0.031931966,0.033586197,0.033703441,0.032244007,0.031386687
1363,NA,NA,Relative to AR:,0,0.08,0.05,0.03,-0.01,0,0.02,-0.03,-0.07,0.12,1,1.051805,1.055477,1.009772,0.982924
330,30/09/1993,31/08/1998,Rolling 308,-0.04,-0.05,-0.01,0.01,-0.04,0.58,0.6,0.57,0.53,0.7,0.039166753,0.042520819,0.042467549,0.03954712,0.039485621
1364,NA,NA,Relative to AR:,0,-0.01,0.03,0.05,0,0,0.02,-0.01,-0.05,0.12,1,1.085636,1.084275,1.009711,1.008141
331,31/10/1993,30/09/1998,Rolling 309,0.06,0.02,0.01,0.05,0,0.58,0.6,0.58,0.55,0.72,0.039183791,0.04250107,0.042563037,0.039756444,0.039492812
1365,NA,NA,Relative to AR:,0,-0.04,-0.05,-0.01,-0.06,0,0.02,0,-0.03,0.14,1,1.084659,1.086241,1.014615,1.007886
332,30/11/1993,31/10/1998,Rolling 310,0.03,0.08,0.02,0.09,0.06,0.57,0.6,0.58,0.55,0.72,0.040371588,0.042735239,0.043235869,0.040252029,0.039923407
1366,NA,NA,Relative to AR:,0,0.05,-0.01,0.06,0.03,0,0.03,0.01,-0.02,0.15,1,1.058547,1.070948,0.997039,0.988899
333,31/12/1993,30/11/1998,Rolling 311,0.03,0.13,0.04,0.08,0.05,0.58,0.6,0.6,0.55,0.73,0.040831426,0.042824831,0.043199008,0.040745712,0.040133387
1367,NA,NA,Relative to AR:,0,0.1,0.01,0.05,0.02,0,0.02,0.02,-0.03,0.15,1,1.04882,1.057984,0.997901,0.982904
334,31/01/1994,31/12/1998,Rolling 312,0.02,0.12,0.05,0.08,0.06,0.58,0.58,0.6,0.55,0.73,0.041306419,0.043521045,0.043480279,0.04122717,0.040285093
1368,NA,NA,Relative to AR:,0,0.1,0.03,0.06,0.04,0,0,0.02,-0.03,0.15,1,1.053615,1.052628,0.998081,0.975274
335,28/02/1994,31/01/1999,Rolling 313,0.03,0.13,0.06,0.09,0.08,0.58,0.58,0.6,0.57,0.73,0.041347866,0.043447445,0.043400019,0.041131649,0.040259861
1369,NA,NA,Relative to AR:,0,0.1,0.03,0.06,0.05,0,0,0.02,-0.01,0.15,1,1.050778,1.049631,0.994771,0.973687
336,31/03/1994,28/02/1999,Rolling 314,0,0.13,0.1,0.12,0.14,0.58,0.58,0.62,0.57,0.75,0.041564852,0.043385933,0.043043403,0.041023442,0.039929383
1370,NA,NA,Relative to AR:,0,0.13,0.1,0.12,0.14,0,0,0.04,-0.01,0.17,1,1.043813,1.035572,0.986974,0.960653
337,30/04/1994,31/03/1999,Rolling 315,0.03,0.12,0.13,0.16,0.18,0.6,0.57,0.63,0.58,0.77,0.040920552,0.043396909,0.042149674,0.040146565,0.03888922
1372,NA,NA,Relative to AR:,0,0.09,0.1,0.13,0.15,0,-0.03,0.03,-0.02,0.17,1,1.060516,1.030037,0.981086,0.950359
338,31/05/1994,30/04/1999,Rolling 316,0.03,0.11,0.14,0.17,0.19,0.6,0.57,0.63,0.58,0.77,0.041020745,0.043637301,0.042143608,0.040233162,0.038881153
1373,NA,NA,Relative to AR:,0,0.08,0.11,0.14,0.16,0,-0.03,0.03,-0.02,0.17,1,1.063786,1.027373,0.9808,0.947841
339,30/06/1994,31/05/1999,Rolling 317,0.02,0.11,0.14,0.15,0.17,0.6,0.57,0.63,0.58,0.75,0.041341395,0.043080885,0.042270261,0.040610743,0.039398135
1374,NA,NA,Relative to AR:,0,0.09,0.12,0.13,0.15,0,-0.03,0.03,-0.02,0.15,1,1.042076,1.022468,0.982326,0.952995
340,31/07/1994,30/06/1999,Rolling 318,0.03,0.1,0.15,0.16,0.18,0.62,0.57,0.63,0.58,0.77,0.041299299,0.043187821,0.0422266,0.040507843,0.039125573
1375,NA,NA,Relative to AR:,0,0.07,0.12,0.13,0.15,0,-0.05,0.01,-0.04,0.15,1,1.045728,1.022453,0.980836,0.947367
341,31/08/1994,31/07/1999,Rolling 319,0.03,0.09,0.09,0.12,0.14,0.6,0.55,0.62,0.57,0.75,0.041617856,0.04367469,0.043731818,0.041249403,0.040010513
1376,NA,NA,Relative to AR:,0,0.06,0.06,0.09,0.11,0,-0.05,0.02,-0.03,0.15,1,1.049422,1.050795,0.991147,0.961379
342,30/09/1994,31/08/1999,Rolling 320,0.02,0.07,0.08,0.1,0.13,0.6,0.53,0.62,0.57,0.73,0.041526229,0.043810497,0.043829417,0.041258024,0.040117361
1377,NA,NA,Relative to AR:,0,0.05,0.06,0.08,0.11,0,-0.07,0.02,-0.03,0.13,1,1.055008,1.055463,0.993541,0.966073
343,31/10/1994,30/09/1999,Rolling 321,-0.03,0.05,0.02,0.05,0.09,0.58,0.52,0.6,0.55,0.73,0.041879684,0.044266319,0.045086526,0.041969458,0.040542403
1378,NA,NA,Relative to AR:,0,0.08,0.05,0.08,0.12,0,-0.06,0.02,-0.03,0.15,1,1.056988,1.076573,1.002144,0.968068
344,30/11/1994,31/10/1999,Rolling 322,0,0.06,0.06,0.04,0.11,0.58,0.52,0.62,0.55,0.73,0.042130098,0.044523148,0.044665045,0.042524355,0.040739404
1379,NA,NA,Relative to AR:,0,0.06,0.06,0.04,0.11,0,-0.06,0.04,-0.03,0.15,1,1.056801,1.06017,1.009358,0.96699
345,31/12/1994,30/11/1999,Rolling 323,-0.02,0.03,0.05,0.02,0.11,0.58,0.52,0.63,0.55,0.75,0.041751802,0.044387968,0.044448794,0.042198003,0.039986213
1380,NA,NA,Relative to AR:,0,0.05,0.07,0.04,0.13,0,-0.06,0.05,-0.03,0.17,1,1.063139,1.064596,1.010687,0.957712
346,31/01/1995,31/12/1999,Rolling 324,-0.01,0.01,0.02,-0.02,0.05,0.58,0.52,0.63,0.55,0.73,0.042026627,0.04507449,0.045370228,0.043163591,0.040909699
1382,NA,NA,Relative to AR:,0,0.02,0.03,-0.01,0.06,0,-0.06,0.05,-0.03,0.15,1,1.072522,1.079559,1.027053,0.973423
347,28/02/1995,31/01/2000,Rolling 325,-0.01,0.04,0.04,-0.01,0.03,0.57,0.53,0.65,0.55,0.72,0.042836657,0.045191425,0.045581099,0.043762631,0.042096544
1383,NA,NA,Relative to AR:,0,0.05,0.05,0,0.04,0,-0.04,0.08,-0.02,0.15,1,1.054971,1.064068,1.021616,0.982722
348,31/03/1995,29/02/2000,Rolling 326,-0.04,0.02,0.02,-0.03,0.01,0.57,0.52,0.63,0.53,0.7,0.043119456,0.045725815,0.046241141,0.044184683,0.042648222
1384,NA,NA,Relative to AR:,0,0.06,0.06,0.01,0.05,0,-0.05,0.06,-0.04,0.13,1,1.060445,1.072396,1.024704,0.989071
349,30/04/1995,31/03/2000,Rolling 327,0,0.07,0.07,0.01,0.08,0.58,0.52,0.63,0.55,0.7,0.04390446,0.046036567,0.046486772,0.044837087,0.043022303
1385,NA,NA,Relative to AR:,0,0.07,0.07,0.01,0.08,0,-0.06,0.05,-0.03,0.12,1,1.048562,1.058817,1.021242,0.979907
350,31/05/1995,30/04/2000,Rolling 328,0.02,0.06,0.03,0,0.04,0.58,0.5,0.63,0.55,0.68,0.044071327,0.046519637,0.047591604,0.045181243,0.044046102
1386,NA,NA,Relative to AR:,0,0.04,0.01,-0.02,0.02,0,-0.08,0.05,-0.03,0.1,1,1.055553,1.079877,1.025185,0.999428
351,30/06/1995,31/05/2000,Rolling 329,0.01,0.03,0,-0.05,0,0.58,0.48,0.62,0.53,0.67,0.044285887,0.047317417,0.048814341,0.046135223,0.045013787
1387,NA,NA,Relative to AR:,0,0.02,-0.01,-0.06,-0.01,0,-0.1,0.04,-0.05,0.09,1,1.068454,1.102255,1.041759,1.016436
352,31/07/1995,30/06/2000,Rolling 330,0.02,0.04,0,-0.04,0,0.6,0.5,0.62,0.55,0.67,0.044235906,0.047079707,0.04894382,0.046012381,0.04501038
1388,NA,NA,Relative to AR:,0,0.02,-0.02,-0.06,-0.02,0,-0.1,0.02,-0.05,0.07,1,1.064287,1.106427,1.040159,1.017508
353,31/08/1995,31/07/2000,Rolling 331,0.02,0.03,0.01,-0.03,-0.01,0.58,0.5,0.62,0.55,0.65,0.044311829,0.04741179,0.048728393,0.045940409,0.045416425
1389,NA,NA,Relative to AR:,0,0.01,-0.01,-0.05,-0.03,0,-0.08,0.04,-0.03,0.07,1,1.069958,1.09967,1.036753,1.024928
354,30/09/1995,31/08/2000,Rolling 332,0.03,0.02,0,-0.05,-0.01,0.6,0.5,0.62,0.55,0.67,0.044543985,0.047735459,0.049012995,0.046389929,0.045576008
1390,NA,NA,Relative to AR:,0,-0.01,-0.03,-0.08,-0.04,0,-0.1,0.02,-0.05,0.07,1,1.071648,1.100328,1.041441,1.023169
355,31/10/1995,30/09/2000,Rolling 333,0.04,0.02,0.01,-0.01,0.01,0.58,0.5,0.6,0.55,0.65,0.045194145,0.048500866,0.049679824,0.046732076,0.046429354
1392,NA,NA,Relative to AR:,0,-0.02,-0.03,-0.05,-0.03,0,-0.08,0.02,-0.03,0.07,1,1.073167,1.099254,1.034029,1.027331
356,30/11/1995,31/10/2000,Rolling 334,0.02,0.01,0.02,-0.02,0.01,0.57,0.48,0.62,0.53,0.65,0.045385204,0.048668436,0.049685851,0.046835865,0.046470282
1393,NA,NA,Relative to AR:,0,-0.01,0,-0.04,-0.01,0,-0.09,0.05,-0.04,0.08,1,1.072341,1.094759,1.031963,1.023908
357,31/12/1995,30/11/2000,Rolling 335,0,0.03,0.08,0.06,0.1,0.55,0.48,0.62,0.53,0.65,0.047136252,0.049842355,0.050174442,0.047464333,0.04747736
1394,NA,NA,Relative to AR:,0,0.03,0.08,0.06,0.1,0,-0.07,0.07,-0.02,0.1,1,1.05741,1.064455,1.00696,1.007237
358,31/01/1996,31/12/2000,Rolling 336,0,0.03,0.08,0.06,0.1,0.55,0.48,0.6,0.53,0.63,0.047239433,0.049763675,0.050324254,0.047584493,0.047558003
1395,NA,NA,Relative to AR:,0,0.03,0.08,0.06,0.1,0,-0.07,0.05,-0.02,0.08,1,1.053435,1.065302,1.007304,1.006744
359,29/02/1996,31/01/2001,Rolling 337,0,0.05,0.09,0.06,0.11,0.55,0.5,0.6,0.52,0.63,0.047202236,0.049400548,0.050366445,0.047621471,0.047507667
1396,NA,NA,Relative to AR:,0,0.05,0.09,0.06,0.11,0,-0.05,0.05,-0.03,0.08,1,1.046572,1.067035,1.008882,1.006471
360,31/03/1996,28/02/2001,Rolling 338,0.02,0.02,0.05,0.15,0.07,0.55,0.48,0.6,0.53,0.63,0.049127801,0.05191584,0.053199833,0.048538289,0.050341178
1397,NA,NA,Relative to AR:,0,0,0.03,0.13,0.05,0,-0.07,0.05,-0.02,0.08,1,1.056751,1.082887,0.988,1.024698
361,30/04/1996,31/03/2001,Rolling 339,-0.01,0.01,0.05,0.19,0.04,0.53,0.48,0.58,0.55,0.62,0.050559951,0.053136956,0.054320662,0.04889699,0.051948119
1398,NA,NA,Relative to AR:,0,0.02,0.06,0.2,0.05,0,-0.05,0.05,0.02,0.09,1,1.050969,1.074381,0.967109,1.027456
362,31/05/1996,30/04/2001,Rolling 340,0,-0.03,-0.01,0.13,0.03,0.53,0.48,0.58,0.53,0.62,0.051028103,0.054614836,0.056451578,0.050443631,0.052433585
1399,NA,NA,Relative to AR:,0,-0.03,-0.01,0.13,0.03,0,-0.05,0.05,0,0.09,1,1.070289,1.106284,0.988546,1.027543
363,30/06/1996,31/05/2001,Rolling 341,0.01,-0.02,0,0.13,0.04,0.52,0.48,0.57,0.53,0.6,0.050998051,0.055684979,0.05705278,0.050626321,0.052408054
1400,NA,NA,Relative to AR:,0,-0.03,-0.01,0.12,0.03,0,-0.04,0.05,0.01,0.08,1,1.091904,1.118725,0.992711,1.027648
364,31/07/1996,30/06/2001,Rolling 342,0.01,0,0.03,0.16,0.06,0.52,0.48,0.58,0.55,0.62,0.051194481,0.055686254,0.057171299,0.050605655,0.052477743
1402,NA,NA,Relative to AR:,0,-0.01,0.02,0.15,0.05,0,-0.04,0.06,0.03,0.1,1,1.087739,1.116747,0.988498,1.025066
365,31/08/1996,31/07/2001,Rolling 343,0,0.02,0.03,0.16,0.07,0.52,0.5,0.58,0.57,0.63,0.050731015,0.055125353,0.057298156,0.05026694,0.051763226
1403,NA,NA,Relative to AR:,0,0.02,0.03,0.16,0.07,0,-0.02,0.06,0.05,0.11,1,1.08662,1.12945,0.990852,1.020347
366,30/09/1996,31/08/2001,Rolling 344,0,0.05,0.08,0.22,0.14,0.5,0.5,0.58,0.57,0.63,0.051697564,0.055445954,0.057269148,0.05031181,0.052067866
1404,NA,NA,Relative to AR:,0,0.05,0.08,0.22,0.14,0,0,0.08,0.07,0.13,1,1.072506,1.107773,0.973195,1.007163
367,31/10/1996,30/09/2001,Rolling 345,0.01,0.05,0.03,0.19,0.13,0.48,0.48,0.57,0.55,0.62,0.052993134,0.056469786,0.059800402,0.052020619,0.053825735
1405,NA,NA,Relative to AR:,0,0.04,0.02,0.18,0.12,0,0,0.09,0.07,0.14,1,1.065606,1.128456,0.981648,1.015711
368,30/11/1996,31/10/2001,Rolling 346,0.02,0.06,0.03,0.18,0.13,0.5,0.5,0.57,0.55,0.62,0.052849694,0.056259926,0.06027731,0.05215438,0.053809224
1406,NA,NA,Relative to AR:,0,0.04,0.01,0.16,0.11,0,0,0.07,0.05,0.12,1,1.064527,1.140542,0.986844,1.018156
369,31/12/1996,30/11/2001,Rolling 347,0.01,0,-0.01,0.13,0.08,0.48,0.48,0.55,0.53,0.6,0.053020487,0.057929542,0.061852414,0.053607234,0.054524187
1407,NA,NA,Relative to AR:,0,-0.01,-0.02,0.12,0.07,0,0,0.07,0.05,0.12,1,1.092588,1.166576,1.011066,1.028361
370,31/01/1997,31/12/2001,Rolling 348,-0.01,-0.01,-0.01,0.12,0.07,0.47,0.47,0.55,0.53,0.6,0.052967551,0.058645161,0.062133869,0.053577386,0.054426549
1408,NA,NA,Relative to AR:,0,0,0,0.13,0.08,0,0,0.08,0.06,0.13,1,1.10719,1.173055,1.011513,1.027545
371,28/02/1997,31/01/2002,Rolling 349,0,0,-0.02,0.12,0.08,0.45,0.47,0.53,0.52,0.58,0.052720116,0.058293494,0.062399555,0.0532573,0.054346853
1409,NA,NA,Relative to AR:,0,0,-0.02,0.12,0.08,0,0.02,0.08,0.07,0.13,1,1.105716,1.183601,1.010189,1.030856
372,31/03/1997,28/02/2002,Rolling 350,0.01,0,-0.01,0.13,0.07,0.43,0.47,0.53,0.53,0.57,0.052825564,0.058330288,0.062389163,0.053304433,0.054666072
1410,NA,NA,Relative to AR:,0,-0.01,-0.02,0.12,0.06,0,0.04,0.1,0.1,0.14,1,1.104206,1.181041,1.009065,1.034841
373,30/04/1997,31/03/2002,Rolling 351,0,-0.01,0,0.12,0.07,0.45,0.47,0.55,0.53,0.58,0.052449237,0.058436448,0.061910652,0.053260005,0.054164068
1412,NA,NA,Relative to AR:,0,-0.01,0,0.12,0.07,0,0.02,0.1,0.08,0.13,1,1.114153,1.180392,1.015458,1.032695
374,31/05/1997,30/04/2002,Rolling 352,0.01,-0.02,-0.04,0.11,0.07,0.45,0.45,0.53,0.53,0.57,0.052929797,0.058953905,0.063845779,0.053702355,0.055016938
1413,NA,NA,Relative to AR:,0,-0.03,-0.05,0.1,0.06,0,0,0.08,0.08,0.12,1,1.113813,1.206235,1.014596,1.039432
375,30/06/1997,31/05/2002,Rolling 353,0.04,0,-0.04,0.12,0.07,0.45,0.47,0.53,0.53,0.55,0.052509233,0.058371364,0.063704103,0.053312942,0.054862997
1414,NA,NA,Relative to AR:,0,-0.04,-0.08,0.08,0.03,0,0.02,0.08,0.08,0.1,1,1.11164,1.213198,1.015306,1.044826
376,31/07/1997,30/06/2002,Rolling 354,0.08,0,-0.07,0.1,0.03,0.45,0.47,0.53,0.52,0.53,0.053212138,0.059149217,0.065876924,0.054480211,0.056865695
1415,NA,NA,Relative to AR:,0,-0.08,-0.15,0.02,-0.05,0,0.02,0.08,0.07,0.08,1,1.111574,1.238006,1.023831,1.06866
377,31/08/1997,31/07/2002,Rolling 355,0.13,-0.03,-0.12,0.06,-0.01,0.43,0.45,0.52,0.5,0.52,0.05364848,0.060450369,0.068096573,0.055781409,0.058629508
1416,NA,NA,Relative to AR:,0,-0.16,-0.25,-0.07,-0.14,0,0.02,0.09,0.07,0.09,1,1.126786,1.26931,1.039757,1.092846
378,30/09/1997,31/08/2002,Rolling 356,0.11,-0.03,-0.12,0.06,-0.01,0.45,0.47,0.52,0.52,0.53,0.052973899,0.059818521,0.067807391,0.055134524,0.057790673
1417,NA,NA,Relative to AR:,0,-0.14,-0.23,-0.05,-0.12,0,0.02,0.07,0.07,0.08,1,1.129207,1.280015,1.040787,1.090927
379,31/10/1997,30/09/2002,Rolling 357,0.16,0,-0.06,0.07,0.03,0.45,0.47,0.52,0.52,0.52,0.054786512,0.061172134,0.068211428,0.056732462,0.059695969
1418,NA,NA,Relative to AR:,0,-0.16,-0.22,-0.09,-0.13,0,0.02,0.07,0.07,0.07,1,1.116555,1.245041,1.035519,1.089611
380,30/11/1997,31/10/2002,Rolling 358,0.1,-0.02,-0.07,0.06,0,0.45,0.45,0.52,0.5,0.52,0.05561112,0.062057296,0.068879955,0.057611833,0.060192538
1419,NA,NA,Relative to AR:,0,-0.12,-0.17,-0.04,-0.1,0,0,0.07,0.05,0.07,1,1.115915,1.2386,1.035977,1.082383
381,31/12/1997,30/11/2002,Rolling 359,0.06,0,-0.09,0.06,-0.01,0.43,0.47,0.52,0.5,0.52,0.056049262,0.061920728,0.07010363,0.057861123,0.060424829
1420,NA,NA,Relative to AR:,0,-0.06,-0.15,0,-0.07,0,0.04,0.09,0.07,0.09,1,1.104755,1.25075,1.032326,1.078066
382,31/01/1998,31/12/2002,Rolling 360,0.09,0.02,-0.06,0.07,0.02,0.43,0.48,0.53,0.52,0.52,0.056556309,0.062137584,0.070045838,0.058196867,0.060896729
1422,NA,NA,Relative to AR:,0,-0.07,-0.15,-0.02,-0.07,0,0.05,0.1,0.09,0.09,1,1.098685,1.238515,1.029008,1.076745
383,28/02/1998,31/01/2003,Rolling 361,0.1,0.02,-0.06,0.08,0.02,0.43,0.48,0.52,0.52,0.5,0.056659695,0.06214883,0.070149194,0.058199818,0.060995044
1423,NA,NA,Relative to AR:,0,-0.08,-0.16,-0.02,-0.08,0,0.05,0.09,0.09,0.07,1,1.096879,1.238079,1.027182,1.076516
384,31/03/1998,28/02/2003,Rolling 362,0.1,0,-0.07,0.06,0.03,0.43,0.48,0.52,0.52,0.5,0.056249114,0.062107778,0.070496683,0.057928634,0.060712398
1424,NA,NA,Relative to AR:,0,-0.1,-0.17,-0.04,-0.07,0,0.05,0.09,0.09,0.07,1,1.104156,1.253294,1.029859,1.079349
385,30/04/1998,31/03/2003,Rolling 363,0.11,-0.01,-0.08,0.07,0.02,0.43,0.47,0.5,0.52,0.48,0.055949063,0.062078033,0.070434375,0.057673628,0.060608119
1425,NA,NA,Relative to AR:,0,-0.12,-0.19,-0.04,-0.09,0,0.04,0.07,0.09,0.05,1,1.109546,1.258902,1.030824,1.083273
386,31/05/1998,30/04/2003,Rolling 364,0.06,-0.03,-0.08,0.06,-0.01,0.42,0.45,0.48,0.52,0.47,0.057046086,0.063191499,0.071119897,0.05844708,0.061397062
1426,NA,NA,Relative to AR:,0,-0.09,-0.14,0,-0.07,0,0.03,0.06,0.1,0.05,1,1.107727,1.24671,1.024559,1.076271
387,30/06/1998,31/05/2003,Rolling 365,0.03,-0.04,-0.08,0.05,-0.01,0.42,0.45,0.48,0.52,0.48,0.05739414,0.063534651,0.070889335,0.058846654,0.061306694
1427,NA,NA,Relative to AR:,0,-0.07,-0.11,0.02,-0.04,0,0.03,0.06,0.1,0.06,1,1.106988,1.235132,1.025308,1.06817
388,31/07/1998,30/06/2003,Rolling 366,0.01,-0.05,-0.07,0.03,-0.02,0.4,0.43,0.48,0.5,0.47,0.057415806,0.063672645,0.070756667,0.059162868,0.061326503
1428,NA,NA,Relative to AR:,0,-0.06,-0.08,0.02,-0.03,0,0.03,0.08,0.1,0.07,1,1.108974,1.232355,1.030428,1.068112
389,31/08/1998,31/07/2003,Rolling 367,0,-0.04,-0.08,0.03,-0.02,0.4,0.45,0.48,0.5,0.48,0.057406007,0.063573795,0.070818345,0.059108408,0.061084139
1429,NA,NA,Relative to AR:,0,-0.04,-0.08,0.03,-0.02,0,0.05,0.08,0.1,0.08,1,1.107442,1.23364,1.029655,1.064072
390,30/09/1998,31/08/2003,Rolling 368,0.03,0.02,-0.04,0.07,-0.01,0.4,0.45,0.48,0.5,0.48,0.052690193,0.05807933,0.06643907,0.054787747,0.056431284
1430,NA,NA,Relative to AR:,0,-0.01,-0.07,0.04,-0.04,0,0.05,0.08,0.1,0.08,1,1.10228,1.260938,1.039809,1.071002
391,31/10/1998,30/09/2003,Rolling 369,-0.03,-0.02,-0.04,0.05,-0.02,0.4,0.45,0.48,0.5,0.47,0.052668452,0.058085688,0.066248934,0.054595157,0.056370128
1432,NA,NA,Relative to AR:,0,0.01,-0.01,0.08,0.01,0,0.05,0.08,0.1,0.07,1,1.102855,1.257849,1.036582,1.070283
392,30/11/1998,31/10/2003,Rolling 370,-0.03,-0.05,-0.08,0.03,-0.04,0.4,0.43,0.47,0.48,0.47,0.052296623,0.058318223,0.067203752,0.054630181,0.056308195
1433,NA,NA,Relative to AR:,0,-0.02,-0.05,0.06,-0.01,0,0.03,0.07,0.08,0.07,1,1.115143,1.28505,1.044622,1.076708
393,31/12/1998,30/11/2003,Rolling 371,-0.03,-0.12,-0.09,0.02,-0.05,0.38,0.43,0.47,0.47,0.47,0.051913918,0.058231887,0.067208214,0.054269387,0.056110597
1434,NA,NA,Relative to AR:,0,-0.09,-0.06,0.05,-0.02,0,0.05,0.09,0.09,0.09,1,1.121701,1.294609,1.045373,1.080839
394,31/01/1999,31/12/2003,Rolling 372,-0.04,-0.1,-0.08,0.02,-0.05,0.37,0.45,0.47,0.47,0.47,0.052033594,0.057892976,0.06707595,0.054222756,0.056153363
1435,NA,NA,Relative to AR:,0,-0.06,-0.04,0.06,-0.01,0,0.08,0.1,0.1,0.1,1,1.112608,1.289089,1.042072,1.079175
395,28/02/1999,31/01/2004,Rolling 373,-0.05,-0.11,-0.09,0.01,-0.06,0.35,0.45,0.47,0.47,0.47,0.05198729,0.057839548,0.067056718,0.054182997,0.056160784
1436,NA,NA,Relative to AR:,0,-0.06,-0.04,0.06,-0.01,0,0.1,0.12,0.12,0.12,1,1.112571,1.289868,1.042235,1.080279
396,31/03/1999,29/02/2004,Rolling 374,-0.05,-0.12,-0.1,0.01,-0.07,0.35,0.43,0.45,0.47,0.47,0.05166981,0.057888345,0.067461589,0.054116766,0.056042507
1437,NA,NA,Relative to AR:,0,-0.07,-0.05,0.06,-0.02,0,0.08,0.1,0.12,0.12,1,1.120351,1.305629,1.047358,1.084628
397,30/04/1999,31/03/2004,Rolling 375,-0.06,-0.11,-0.1,-0.01,-0.08,0.35,0.45,0.45,0.47,0.45,0.051652777,0.057581139,0.067529503,0.05412385,0.056085361
1438,NA,NA,Relative to AR:,0,-0.05,-0.04,0.05,-0.02,0,0.1,0.1,0.12,0.1,1,1.114773,1.307374,1.04784,1.085815
398,31/05/1999,30/04/2004,Rolling 376,-0.07,-0.11,-0.11,-0.02,-0.09,0.35,0.47,0.43,0.47,0.43,0.051596732,0.057361115,0.067572115,0.054078187,0.056197919
1439,NA,NA,Relative to AR:,0,-0.04,-0.04,0.05,-0.02,0,0.12,0.08,0.12,0.08,1,1.11172,1.30962,1.048093,1.089176
399,30/06/1999,31/05/2004,Rolling 377,-0.07,-0.1,-0.11,-0.01,-0.09,0.35,0.47,0.43,0.48,0.45,0.05136733,0.057215539,0.067491542,0.053770399,0.05583024
1440,NA,NA,Relative to AR:,0,-0.03,-0.04,0.06,-0.02,0,0.12,0.08,0.13,0.1,1,1.113851,1.3139,1.046782,1.086882
400,31/07/1999,30/06/2004,Rolling 378,-0.1,-0.13,-0.13,-0.05,-0.11,0.33,0.45,0.42,0.47,0.45,0.051322281,0.057293537,0.0675322,0.053877362,0.055793426
1442,NA,NA,Relative to AR:,0,-0.03,-0.03,0.05,-0.01,0,0.12,0.09,0.14,0.12,1,1.116348,1.315846,1.049785,1.087119
401,31/08/1999,31/07/2004,Rolling 379,-0.09,-0.12,-0.1,-0.02,-0.1,0.35,0.45,0.43,0.48,0.45,0.051132235,0.057139351,0.066625588,0.053319607,0.055395273
1443,NA,NA,Relative to AR:,0,-0.03,-0.01,0.07,-0.01,0,0.1,0.08,0.13,0.1,1,1.117482,1.303006,1.042779,1.083373
402,30/09/1999,31/08/2004,Rolling 380,-0.09,-0.13,-0.1,-0.02,-0.1,0.35,0.45,0.45,0.48,0.47,0.050994097,0.056962634,0.066481289,0.053126577,0.055317766
1444,NA,NA,Relative to AR:,0,-0.04,-0.01,0.07,-0.01,0,0.1,0.1,0.13,0.12,1,1.117044,1.303706,1.041818,1.084788
403,31/10/1999,30/09/2004,Rolling 381,-0.08,-0.11,-0.08,0,-0.08,0.35,0.47,0.47,0.5,0.48,0.050600469,0.056513287,0.065604295,0.052541258,0.054882621
1445,NA,NA,Relative to AR:,0,-0.03,0,0.08,0,0,0.12,0.12,0.15,0.13,1,1.116853,1.296516,1.038355,1.084627
